customer_id,region,city_tier,segment,signup_month,age_group,member_level,acquisition_source
C004269,华东,一线,新客,2025-09,55+,银卡,内容种草
C004270,东北,新一线,成长型,2026-06,18-24,银卡,内容种草
C004271,东北,二线,沉睡,2025-08,35-44,普通,直播引流
C004272,华南,三线及以下,新客,2026-01,55+,银卡,自然搜索
C004273,华中,三线及以下,新客,2026-07,35-44,普通,线下活动
C004274,华南,二线,价格敏感,2026-07,25-34,银卡,内容种草
C004275,东北,三线及以下,价格敏感,2026-07,25-34,普通,内容种草
C004276,华东,二线,沉睡,2026-06,45-54,普通,内容种草
C004277,华中,二线,价格敏感,2026-04,18-24,黑金,直播引流
C004278,华东,三线及以下,沉睡,2026-01,25-34,普通,老客推荐
C004279,西南,二线,新客,2026-03,35-44,普通,自然搜索
C004280,华东,一线,沉睡,2026-06,18-24,银卡,老客推荐
C004281,华中,一线,价格敏感,2026-06,45-54,金卡,内容种草
C004282,华南,新一线,新客,2025-11,25-34,金卡,老客推荐
C004283,东北,新一线,新客,2026-05,25-34,普通,老客推荐
C004284,华北,二线,价格敏感,2025-12,25-34,银卡,老客推荐
C004285,华北,二线,沉睡,2025-08,35-44,黑金,老客推荐
C004286,华南,一线,高价值,2026-02,25-34,银卡,老客推荐
C004287,华东,三线及以下,价格敏感,2026-04,45-54,银卡,老客推荐
C004288,华东,三线及以下,新客,2026-02,25-34,普通,老客推荐
C004289,华北,新一线,沉睡,2025-08,55+,普通,内容种草
C004290,华东,三线及以下,新客,2025-11,18-24,金卡,自然搜索
C004291,西南,二线,成长型,2026-05,45-54,银卡,老客推荐
C004292,东北,三线及以下,价格敏感,2025-09,18-24,银卡,线下活动
C004293,华中,三线及以下,成长型,2026-07,45-54,普通,老客推荐
C004294,华北,新一线,成长型,2026-01,35-44,普通,自然搜索
C004295,华东,新一线,新客,2026-05,45-54,银卡,自然搜索
C004296,西南,三线及以下,成长型,2026-02,35-44,金卡,自然搜索
C004297,东北,三线及以下,成长型,2026-01,45-54,银卡,自然搜索
C004298,东北,二线,价格敏感,2026-05,25-34,普通,直播引流
C004299,西南,一线,价格敏感,2025-08,25-34,普通,线下活动
C004300,华东,二线,成长型,2025-08,45-54,普通,自然搜索
C004301,华中,二线,新客,2026-01,25-34,银卡,自然搜索
C004302,华东,二线,价格敏感,2026-01,18-24,普通,直播引流
C004303,东北,二线,价格敏感,2026-07,55+,金卡,内容种草
C004304,华中,一线,成长型,2026-03,45-54,金卡,老客推荐
C004305,华南,二线,成长型,2025-12,25-34,银卡,老客推荐
C004306,华北,二线,成长型,2025-11,35-44,银卡,直播引流
C004307,华南,一线,沉睡,2025-09,55+,银卡,线下活动
C004308,华中,一线,成长型,2026-06,45-54,黑金,内容种草
C004309,华北,新一线,高价值,2025-11,45-54,金卡,线下活动
C004310,华北,一线,成长型,2025-09,55+,银卡,直播引流
C004311,华东,二线,新客,2026-05,45-54,银卡,内容种草
C004312,西南,二线,高价值,2026-03,18-24,银卡,自然搜索
C004313,华南,二线,沉睡,2025-10,45-54,银卡,内容种草
C004314,西南,二线,沉睡,2026-07,35-44,普通,自然搜索
C004315,华东,三线及以下,价格敏感,2026-06,55+,黑金,老客推荐
C004316,东北,新一线,成长型,2026-03,45-54,普通,直播引流
C004317,华北,二线,成长型,2026-07,35-44,金卡,自然搜索
C004318,华南,新一线,沉睡,2026-04,18-24,普通,内容种草
C004319,华东,二线,沉睡,2025-11,45-54,普通,老客推荐
C004320,华南,一线,新客,2026-02,55+,银卡,老客推荐
C004321,华南,三线及以下,成长型,2026-02,45-54,普通,线下活动
C004322,东北,一线,成长型,2026-02,25-34,金卡,内容种草
C004323,华北,三线及以下,沉睡,2025-12,45-54,普通,自然搜索
C004324,华东,二线,沉睡,2025-12,45-54,银卡,直播引流
C004325,华东,二线,新客,2025-10,55+,普通,内容种草
C004326,华南,二线,价格敏感,2026-06,25-34,普通,内容种草
C004327,华东,三线及以下,新客,2025-12,45-54,普通,线下活动
C004328,华中,二线,高价值,2026-02,25-34,金卡,线下活动
C004329,华南,二线,价格敏感,2025-09,18-24,普通,老客推荐
C004330,华北,新一线,成长型,2026-04,25-34,银卡,线下活动
C004331,华南,二线,价格敏感,2026-04,55+,普通,内容种草
C004332,华南,新一线,成长型,2026-01,45-54,普通,内容种草
C004333,西南,一线,成长型,2025-12,25-34,金卡,直播引流
C004334,华南,二线,成长型,2026-02,25-34,普通,直播引流
C004335,华南,一线,成长型,2025-11,18-24,金卡,直播引流
C004336,华北,二线,高价值,2026-02,55+,银卡,直播引流
C004337,东北,一线,价格敏感,2026-03,55+,金卡,内容种草
C004338,东北,三线及以下,成长型,2026-01,55+,金卡,内容种草
C004339,华北,新一线,高价值,2026-04,35-44,普通,线下活动
C004340,华北,三线及以下,成长型,2026-01,45-54,银卡,直播引流
C004341,西南,三线及以下,高价值,2026-07,18-24,普通,老客推荐
C004342,华北,二线,成长型,2026-07,18-24,普通,直播引流
C004343,华东,二线,高价值,2025-09,25-34,普通,直播引流
C004344,华南,三线及以下,新客,2026-02,18-24,普通,线下活动
C004345,华中,新一线,价格敏感,2025-12,45-54,普通,老客推荐
C004346,西南,三线及以下,新客,2026-04,25-34,普通,内容种草
C004347,华北,二线,成长型,2026-07,55+,黑金,内容种草
C004348,华中,新一线,成长型,2026-04,18-24,普通,线下活动
C004349,东北,一线,价格敏感,2025-10,25-34,普通,自然搜索
C004350,华东,新一线,新客,2025-10,45-54,普通,自然搜索
C004351,华东,三线及以下,成长型,2026-07,35-44,普通,内容种草
C004352,西南,二线,价格敏感,2025-09,18-24,金卡,自然搜索
C004353,华东,一线,新客,2026-05,35-44,普通,自然搜索
C004354,华东,二线,新客,2026-06,55+,普通,内容种草
C004355,华南,二线,新客,2026-07,45-54,金卡,直播引流
C004356,西南,一线,成长型,2025-11,45-54,金卡,自然搜索
C004357,西南,三线及以下,新客,2025-09,45-54,黑金,自然搜索
C004358,华东,二线,成长型,2026-02,25-34,银卡,老客推荐
C004359,华东,二线,成长型,2026-02,55+,普通,内容种草
C004360,西南,二线,价格敏感,2025-10,45-54,金卡,直播引流
C004361,华北,一线,高价值,2025-12,55+,银卡,内容种草
C004362,华北,新一线,高价值,2026-02,55+,金卡,直播引流
C004363,西南,二线,价格敏感,2026-05,45-54,银卡,自然搜索
C004364,华南,新一线,新客,2026-04,18-24,普通,自然搜索
C004365,华北,三线及以下,成长型,2026-07,35-44,金卡,内容种草
C004366,华北,新一线,成长型,2026-03,35-44,银卡,老客推荐
C004367,华东,二线,价格敏感,2026-04,25-34,普通,直播引流
C004368,华中,三线及以下,成长型,2026-03,25-34,普通,自然搜索
C004369,华东,三线及以下,新客,2026-03,45-54,普通,线下活动
C004370,东北,一线,高价值,2025-12,55+,银卡,内容种草
C004371,华南,三线及以下,成长型,2026-06,25-34,银卡,自然搜索
C004372,东北,二线,成长型,2026-02,25-34,银卡,直播引流
C004373,华南,三线及以下,价格敏感,2026-07,25-34,银卡,内容种草
C004374,华北,二线,高价值,2025-08,45-54,普通,线下活动
C004375,华中,三线及以下,成长型,2026-05,45-54,银卡,直播引流
C004376,西南,二线,新客,2025-09,18-24,普通,直播引流
C004377,华东,三线及以下,沉睡,2026-07,55+,银卡,直播引流
C004378,华北,一线,成长型,2025-10,18-24,金卡,老客推荐
C004379,西南,新一线,沉睡,2026-04,35-44,金卡,线下活动
C004380,华东,新一线,新客,2025-11,25-34,普通,老客推荐
C004381,西南,二线,成长型,2026-01,55+,普通,线下活动
C004382,华北,三线及以下,价格敏感,2026-05,45-54,银卡,线下活动
C004383,华北,二线,成长型,2026-03,55+,普通,自然搜索
C004384,西南,三线及以下,高价值,2026-02,55+,普通,自然搜索
C004385,东北,新一线,成长型,2025-12,55+,金卡,自然搜索
C004386,华北,二线,沉睡,2026-05,18-24,普通,老客推荐
C004387,东北,新一线,价格敏感,2025-08,35-44,金卡,内容种草
C004388,西南,一线,成长型,2026-01,35-44,普通,老客推荐
C004389,西南,二线,成长型,2026-03,45-54,普通,内容种草
C004390,华东,一线,价格敏感,2025-09,18-24,银卡,老客推荐
C004391,华南,二线,价格敏感,2026-03,55+,普通,老客推荐
C004392,华南,三线及以下,价格敏感,2025-08,55+,银卡,直播引流
C004393,西南,二线,成长型,2026-01,18-24,普通,老客推荐
C004394,华东,三线及以下,新客,2025-12,55+,银卡,老客推荐
C004395,华北,三线及以下,新客,2025-11,45-54,银卡,自然搜索
C004396,华北,二线,成长型,2026-05,25-34,普通,线下活动
C004397,西南,新一线,价格敏感,2025-11,55+,黑金,自然搜索
C004398,西南,一线,成长型,2026-07,45-54,银卡,直播引流
C004399,华中,二线,价格敏感,2025-08,18-24,银卡,直播引流
C004400,东北,一线,价格敏感,2026-04,25-34,黑金,自然搜索
C004401,东北,二线,价格敏感,2026-03,25-34,黑金,线下活动
C004402,华中,二线,价格敏感,2025-09,55+,黑金,老客推荐
C004403,华中,一线,新客,2026-01,45-54,普通,老客推荐
C004404,华中,新一线,价格敏感,2026-06,35-44,金卡,直播引流
C004405,华南,二线,价格敏感,2026-01,18-24,银卡,线下活动
C004406,华北,三线及以下,沉睡,2026-01,25-34,普通,直播引流
C004407,华北,新一线,成长型,2025-08,35-44,普通,老客推荐
C004408,东北,三线及以下,新客,2026-05,25-34,普通,老客推荐
C004409,华南,一线,新客,2026-01,55+,普通,老客推荐
C004410,华北,三线及以下,高价值,2025-08,18-24,金卡,直播引流
C004411,华中,三线及以下,新客,2025-12,45-54,普通,线下活动
C004412,华东,二线,新客,2026-07,45-54,普通,自然搜索
C004413,华南,新一线,成长型,2025-10,18-24,普通,直播引流
C004414,西南,新一线,新客,2026-06,45-54,普通,内容种草
C004415,华北,二线,价格敏感,2026-06,55+,普通,直播引流
C004416,华中,新一线,成长型,2026-01,25-34,金卡,自然搜索
C004417,华北,一线,成长型,2026-05,35-44,普通,直播引流
C004418,东北,一线,价格敏感,2025-09,35-44,普通,自然搜索
C004419,华东,二线,价格敏感,2025-12,35-44,金卡,直播引流
C004420,西南,一线,成长型,2026-03,25-34,银卡,直播引流
C004421,华东,二线,新客,2026-07,55+,普通,直播引流
C004422,华东,二线,成长型,2026-07,45-54,银卡,直播引流
C004423,华北,新一线,成长型,2026-02,25-34,金卡,老客推荐
C004424,西南,新一线,成长型,2026-05,55+,银卡,直播引流
C004425,华北,三线及以下,沉睡,2026-02,25-34,普通,直播引流
C004426,华北,二线,价格敏感,2025-11,55+,金卡,直播引流
C004427,华中,一线,新客,2026-04,55+,普通,线下活动
C004428,华中,新一线,沉睡,2026-04,45-54,普通,老客推荐
C004429,华东,三线及以下,价格敏感,2025-08,45-54,普通,内容种草
C004430,华中,二线,沉睡,2026-05,18-24,普通,老客推荐
C004431,华东,新一线,成长型,2026-01,25-34,普通,直播引流
C004432,华南,二线,价格敏感,2025-09,35-44,金卡,内容种草
C004433,东北,新一线,成长型,2025-09,45-54,金卡,线下活动
C004434,华中,二线,成长型,2025-08,18-24,银卡,老客推荐
C004435,华中,三线及以下,高价值,2025-10,35-44,银卡,直播引流
C004436,华南,二线,沉睡,2026-02,18-24,银卡,内容种草
C004437,华中,新一线,成长型,2025-11,55+,银卡,老客推荐
C004438,东北,新一线,价格敏感,2026-07,18-24,普通,自然搜索
C004439,华东,三线及以下,成长型,2026-01,25-34,银卡,直播引流
C004440,西南,一线,沉睡,2025-11,18-24,黑金,线下活动
C004441,华中,二线,成长型,2025-08,35-44,金卡,内容种草
C004442,西南,新一线,价格敏感,2026-07,45-54,普通,内容种草
C004443,华东,新一线,新客,2025-08,35-44,黑金,自然搜索
C004444,华北,新一线,高价值,2026-05,35-44,普通,自然搜索
C004445,西南,二线,成长型,2025-12,55+,普通,线下活动
C004446,东北,一线,沉睡,2025-12,35-44,金卡,老客推荐
C004447,华东,一线,价格敏感,2026-06,45-54,普通,直播引流
C004448,西南,新一线,新客,2026-03,45-54,普通,老客推荐
C004449,东北,三线及以下,新客,2026-01,45-54,普通,线下活动
C004450,华东,二线,沉睡,2026-05,45-54,银卡,线下活动
C004451,华南,新一线,新客,2025-08,18-24,银卡,自然搜索
C004452,华中,新一线,价格敏感,2026-03,35-44,普通,老客推荐
C004453,华北,二线,高价值,2025-12,45-54,普通,自然搜索
C004454,西南,一线,价格敏感,2025-11,55+,银卡,线下活动
C004455,华北,三线及以下,新客,2025-08,55+,银卡,老客推荐
C004456,华东,一线,新客,2025-08,25-34,黑金,自然搜索
C004457,华东,一线,新客,2025-09,45-54,普通,老客推荐
C004458,华中,三线及以下,沉睡,2026-05,18-24,普通,直播引流
C004459,华东,新一线,成长型,2026-05,45-54,银卡,老客推荐
C004460,西南,二线,成长型,2026-02,25-34,银卡,线下活动
C004461,华北,三线及以下,新客,2026-07,35-44,银卡,老客推荐
C004462,华北,一线,新客,2025-09,25-34,普通,线下活动
C004463,华东,二线,成长型,2025-10,25-34,普通,老客推荐
C004464,华北,新一线,沉睡,2026-02,45-54,普通,内容种草
C004465,华中,新一线,成长型,2025-11,45-54,普通,直播引流
C004466,华东,一线,成长型,2025-08,25-34,金卡,内容种草
C004467,华北,一线,成长型,2025-11,45-54,普通,老客推荐
C004468,华南,三线及以下,成长型,2026-06,55+,普通,内容种草
C004469,华东,三线及以下,沉睡,2025-09,45-54,普通,老客推荐
C004470,西南,二线,沉睡,2026-04,55+,普通,老客推荐
C004471,华北,三线及以下,价格敏感,2025-09,35-44,黑金,线下活动
C004472,西南,二线,价格敏感,2025-12,35-44,普通,线下活动
C004473,华南,新一线,价格敏感,2025-10,18-24,普通,老客推荐
C004474,华东,二线,价格敏感,2025-09,25-34,金卡,直播引流
C004475,华中,二线,沉睡,2025-08,25-34,银卡,自然搜索
C004476,东北,二线,新客,2026-06,55+,普通,自然搜索
C004477,华中,二线,价格敏感,2026-01,25-34,普通,自然搜索
C004478,华南,一线,成长型,2025-09,45-54,银卡,老客推荐
C004479,华东,新一线,新客,2025-11,18-24,金卡,直播引流
C004480,华南,新一线,新客,2025-09,25-34,银卡,直播引流
C004481,华东,新一线,高价值,2026-06,55+,银卡,自然搜索
C004482,西南,新一线,高价值,2026-06,18-24,银卡,线下活动
C004483,华东,三线及以下,新客,2025-08,55+,银卡,直播引流
C004484,东北,一线,成长型,2026-04,35-44,金卡,自然搜索
C004485,华北,二线,价格敏感,2026-01,55+,普通,线下活动
C004486,华东,一线,新客,2026-06,45-54,普通,线下活动
C004487,华南,一线,成长型,2025-11,35-44,银卡,自然搜索
C004488,华北,新一线,高价值,2025-09,45-54,普通,线下活动
C004489,华北,新一线,沉睡,2026-05,25-34,普通,自然搜索
C004490,华中,新一线,成长型,2026-07,18-24,银卡,自然搜索
C004491,东北,一线,沉睡,2026-04,35-44,黑金,内容种草
C004492,华中,新一线,价格敏感,2026-06,35-44,银卡,内容种草
C004493,西南,新一线,沉睡,2026-06,25-34,黑金,自然搜索
C004494,华南,新一线,成长型,2026-01,55+,普通,老客推荐
C004495,西南,一线,沉睡,2025-10,45-54,普通,线下活动
C004496,华南,一线,沉睡,2025-10,55+,黑金,老客推荐
C004497,西南,一线,成长型,2026-07,18-24,黑金,直播引流
C004498,华中,三线及以下,价格敏感,2026-04,25-34,普通,内容种草
C004499,华中,三线及以下,高价值,2025-10,45-54,普通,内容种草
C004500,西南,一线,成长型,2026-01,55+,银卡,自然搜索
C004501,华东,一线,新客,2026-07,18-24,普通,直播引流
C004502,华南,三线及以下,价格敏感,2026-02,55+,金卡,直播引流
C004503,华北,二线,成长型,2025-12,35-44,普通,内容种草
C004504,华中,二线,沉睡,2026-04,35-44,金卡,自然搜索
C004505,华东,二线,成长型,2026-02,18-24,金卡,内容种草
C004506,东北,新一线,新客,2025-11,18-24,普通,直播引流
C004507,华南,新一线,成长型,2026-02,35-44,普通,线下活动
C004508,华南,一线,高价值,2025-11,25-34,金卡,老客推荐
C004509,华中,三线及以下,价格敏感,2026-04,18-24,金卡,线下活动
C004510,华中,一线,沉睡,2026-02,45-54,银卡,自然搜索
C004511,华北,二线,成长型,2026-07,25-34,金卡,直播引流
C004512,西南,二线,沉睡,2025-09,25-34,银卡,线下活动
C004513,华东,三线及以下,价格敏感,2025-11,55+,普通,线下活动
C004514,华南,二线,价格敏感,2026-07,35-44,普通,直播引流
C004515,华南,三线及以下,价格敏感,2025-11,55+,普通,内容种草
C004516,西南,二线,价格敏感,2025-08,55+,普通,线下活动
C004517,华中,新一线,高价值,2026-06,55+,普通,线下活动
C004518,西南,新一线,价格敏感,2026-02,25-34,金卡,直播引流
C004519,西南,二线,新客,2025-12,25-34,金卡,直播引流
C004520,东北,新一线,价格敏感,2026-07,25-34,银卡,线下活动
C004521,华南,二线,成长型,2026-07,55+,银卡,直播引流
C004522,华北,一线,价格敏感,2025-12,18-24,普通,内容种草
C004523,华北,新一线,价格敏感,2025-12,45-54,普通,直播引流
C004524,华北,新一线,新客,2026-04,25-34,银卡,自然搜索
C004525,华中,二线,成长型,2025-12,35-44,普通,自然搜索
C004526,东北,一线,价格敏感,2026-01,18-24,普通,线下活动
C004527,华南,三线及以下,成长型,2025-08,25-34,普通,内容种草
C004528,华中,新一线,价格敏感,2025-10,35-44,金卡,线下活动
C004529,华东,二线,新客,2026-07,45-54,金卡,自然搜索
C004530,华东,三线及以下,成长型,2025-09,45-54,银卡,自然搜索
C004531,华东,三线及以下,沉睡,2025-08,35-44,银卡,线下活动
C004532,华南,新一线,新客,2026-02,55+,金卡,线下活动
C004533,华中,三线及以下,新客,2026-02,18-24,普通,自然搜索
C004534,华东,三线及以下,成长型,2025-08,35-44,普通,内容种草
C004535,西南,三线及以下,成长型,2025-12,55+,银卡,线下活动
C004536,华东,三线及以下,成长型,2026-02,18-24,普通,自然搜索
C004537,华南,三线及以下,成长型,2025-08,18-24,普通,线下活动
C004538,华南,三线及以下,成长型,2026-07,35-44,银卡,自然搜索
C004539,华南,一线,成长型,2026-03,35-44,黑金,直播引流
C004540,华南,一线,成长型,2026-03,18-24,普通,自然搜索
C004541,华北,新一线,价格敏感,2025-09,25-34,普通,内容种草
C004542,华东,三线及以下,新客,2026-04,18-24,普通,自然搜索
C004543,华南,三线及以下,成长型,2026-03,25-34,银卡,老客推荐
C004544,华北,三线及以下,价格敏感,2026-01,25-34,金卡,自然搜索
C004545,华中,二线,高价值,2026-02,25-34,普通,线下活动
C004546,华南,一线,价格敏感,2026-02,45-54,金卡,老客推荐
C004547,华东,二线,成长型,2026-01,25-34,普通,自然搜索
C004548,华东,二线,高价值,2025-08,25-34,银卡,线下活动
C004549,华南,新一线,沉睡,2026-07,25-34,银卡,线下活动
C004550,华东,一线,成长型,2025-08,18-24,金卡,老客推荐
C004551,华中,三线及以下,成长型,2026-02,18-24,普通,线下活动
C004552,华东,新一线,成长型,2026-06,35-44,普通,老客推荐
C004553,东北,二线,新客,2026-07,55+,普通,内容种草
C004554,东北,新一线,新客,2025-11,55+,银卡,自然搜索
C004555,华中,新一线,价格敏感,2026-04,25-34,普通,老客推荐
C004556,西南,二线,高价值,2025-10,18-24,银卡,直播引流
C004557,华北,新一线,高价值,2025-09,25-34,金卡,自然搜索
C004558,华北,三线及以下,价格敏感,2025-08,55+,普通,线下活动
C004559,华南,二线,成长型,2026-06,18-24,银卡,内容种草
C004560,东北,三线及以下,新客,2026-02,25-34,普通,线下活动
C004561,华北,新一线,成长型,2026-02,25-34,普通,直播引流
C004562,东北,三线及以下,价格敏感,2025-11,55+,银卡,自然搜索
C004563,华北,二线,成长型,2025-12,35-44,普通,线下活动
C004564,华南,新一线,高价值,2026-06,25-34,银卡,自然搜索
C004565,华东,新一线,新客,2026-07,55+,普通,老客推荐
C004566,东北,新一线,高价值,2026-03,45-54,银卡,自然搜索
C004567,东北,二线,价格敏感,2026-02,35-44,银卡,线下活动
C004568,华东,二线,沉睡,2025-10,25-34,普通,老客推荐
C004569,西南,三线及以下,新客,2025-10,55+,银卡,老客推荐
C004570,华东,二线,高价值,2026-02,35-44,银卡,直播引流
C004571,西南,二线,高价值,2026-01,45-54,银卡,内容种草
C004572,华北,二线,高价值,2026-02,45-54,金卡,线下活动
C004573,东北,二线,高价值,2026-03,25-34,普通,内容种草
C004574,华中,二线,新客,2025-12,18-24,银卡,线下活动
C004575,华南,三线及以下,成长型,2026-02,35-44,金卡,内容种草
C004576,华中,三线及以下,新客,2025-09,18-24,普通,直播引流
C004577,华南,二线,价格敏感,2026-01,25-34,普通,内容种草
C004578,华中,二线,成长型,2026-04,18-24,普通,直播引流
C004579,华南,三线及以下,高价值,2026-03,35-44,普通,线下活动
C004580,华南,新一线,价格敏感,2026-05,45-54,普通,老客推荐
C004581,华东,三线及以下,沉睡,2026-03,45-54,金卡,老客推荐
C004582,西南,二线,价格敏感,2026-05,35-44,金卡,老客推荐
C004583,华东,二线,新客,2025-11,25-34,金卡,老客推荐
C004584,华南,新一线,成长型,2026-03,55+,金卡,直播引流
C004585,华北,新一线,高价值,2026-06,55+,银卡,老客推荐
C004586,华中,新一线,沉睡,2025-12,18-24,普通,线下活动
C004587,华北,二线,新客,2026-06,35-44,金卡,内容种草
C004588,华北,二线,价格敏感,2026-02,45-54,普通,线下活动
C004589,华中,新一线,价格敏感,2026-07,18-24,普通,线下活动
C004590,华东,二线,新客,2025-12,35-44,普通,老客推荐
C004591,华东,三线及以下,价格敏感,2026-04,45-54,金卡,自然搜索
C004592,华中,二线,新客,2026-06,25-34,金卡,线下活动
C004593,华北,新一线,成长型,2026-01,55+,银卡,内容种草
C004594,华南,三线及以下,新客,2026-02,25-34,普通,直播引流
C004595,华中,二线,新客,2026-04,35-44,普通,自然搜索
C004596,华南,三线及以下,沉睡,2025-09,18-24,普通,老客推荐
C004597,华南,新一线,新客,2025-08,45-54,普通,直播引流
C004598,华东,三线及以下,价格敏感,2026-01,25-34,普通,线下活动
C004599,华东,一线,价格敏感,2025-09,25-34,黑金,线下活动
C004600,东北,二线,新客,2025-09,45-54,银卡,直播引流
C004601,华南,新一线,价格敏感,2026-03,55+,普通,老客推荐
C004602,华南,一线,成长型,2025-11,55+,金卡,直播引流
C004603,西南,二线,沉睡,2026-01,18-24,银卡,老客推荐
C004604,华中,一线,成长型,2025-10,45-54,普通,内容种草
C004605,华北,新一线,价格敏感,2025-10,25-34,普通,自然搜索
C004606,华东,新一线,高价值,2026-05,55+,普通,自然搜索
C004607,华中,三线及以下,沉睡,2025-10,25-34,银卡,老客推荐
C004608,西南,一线,沉睡,2026-02,45-54,银卡,内容种草
C004609,东北,二线,新客,2026-04,25-34,普通,直播引流
C004610,东北,一线,成长型,2026-02,35-44,普通,直播引流
C004611,华中,三线及以下,新客,2025-12,35-44,银卡,线下活动
C004612,华南,二线,新客,2026-02,55+,银卡,线下活动
C004613,华北,一线,成长型,2026-03,45-54,银卡,自然搜索
C004614,东北,二线,成长型,2025-12,25-34,普通,老客推荐
C004615,华北,二线,沉睡,2025-12,55+,普通,内容种草
C004616,华南,二线,价格敏感,2025-12,45-54,普通,老客推荐
C004617,西南,新一线,沉睡,2025-12,45-54,普通,内容种草
C004618,华北,三线及以下,新客,2026-04,18-24,银卡,内容种草
C004619,华南,新一线,高价值,2026-02,35-44,黑金,自然搜索
C004620,华东,一线,新客,2026-01,45-54,普通,老客推荐
C004621,西南,二线,沉睡,2025-11,18-24,普通,直播引流
C004622,西南,三线及以下,价格敏感,2025-10,25-34,银卡,老客推荐
C004623,华中,新一线,沉睡,2025-11,25-34,普通,老客推荐
C004624,华北,新一线,高价值,2026-06,25-34,金卡,线下活动
C004625,华东,二线,沉睡,2026-07,55+,银卡,线下活动
C004626,华东,一线,新客,2025-08,45-54,金卡,自然搜索
C004627,西南,二线,高价值,2026-07,55+,金卡,内容种草
C004628,华东,新一线,价格敏感,2025-11,55+,黑金,直播引流
C004629,华南,二线,价格敏感,2026-07,18-24,金卡,自然搜索
C004630,华东,新一线,价格敏感,2026-01,45-54,黑金,自然搜索
C004631,华北,二线,成长型,2025-11,45-54,银卡,线下活动
C004632,华东,二线,新客,2026-03,25-34,银卡,直播引流
C004633,华北,一线,沉睡,2025-09,55+,普通,内容种草
C004634,华南,二线,新客,2025-08,25-34,普通,自然搜索
C004635,华东,二线,新客,2026-04,18-24,银卡,直播引流
C004636,华东,二线,高价值,2026-02,45-54,金卡,自然搜索
C004637,华中,二线,成长型,2026-02,55+,金卡,直播引流
C004638,华北,二线,沉睡,2025-08,45-54,银卡,内容种草
C004639,华北,三线及以下,价格敏感,2026-05,35-44,银卡,老客推荐
C004640,华南,新一线,价格敏感,2026-01,18-24,普通,自然搜索
C004641,华东,二线,高价值,2026-06,18-24,银卡,线下活动
C004642,东北,二线,价格敏感,2026-07,45-54,普通,自然搜索
C004643,西南,新一线,沉睡,2025-08,45-54,银卡,自然搜索
C004644,华中,一线,沉睡,2025-09,55+,金卡,自然搜索
C004645,华北,新一线,价格敏感,2026-05,25-34,金卡,内容种草
C004646,华中,新一线,成长型,2026-07,35-44,普通,直播引流
C004647,华东,二线,沉睡,2026-07,55+,普通,老客推荐
C004648,华东,一线,新客,2026-06,25-34,金卡,老客推荐
C004649,华中,二线,价格敏感,2025-09,55+,普通,直播引流
C004650,华东,二线,价格敏感,2026-05,35-44,普通,内容种草
C004651,华北,二线,价格敏感,2025-11,35-44,普通,自然搜索
C004652,华北,三线及以下,价格敏感,2025-08,25-34,普通,直播引流
C004653,华北,三线及以下,成长型,2026-01,45-54,银卡,内容种草
C004654,华南,二线,高价值,2026-03,18-24,银卡,老客推荐
C004655,东北,新一线,沉睡,2026-03,35-44,金卡,自然搜索
C004656,华中,一线,高价值,2026-02,55+,黑金,自然搜索
C004657,华东,新一线,价格敏感,2026-06,35-44,普通,内容种草
C004658,西南,二线,价格敏感,2026-05,18-24,普通,老客推荐
C004659,华中,新一线,新客,2025-11,25-34,普通,老客推荐
C004660,东北,一线,成长型,2026-07,45-54,银卡,直播引流
C004661,华东,二线,成长型,2026-02,35-44,普通,直播引流
C004662,华南,二线,成长型,2025-09,45-54,银卡,直播引流
C004663,西南,三线及以下,成长型,2025-09,55+,普通,线下活动
C004664,华中,二线,沉睡,2026-04,55+,金卡,老客推荐
C004665,华东,二线,成长型,2026-07,25-34,金卡,内容种草
C004666,华北,三线及以下,新客,2025-11,18-24,普通,内容种草
C004667,华北,二线,新客,2025-11,35-44,普通,内容种草
C004668,华东,三线及以下,价格敏感,2025-09,45-54,金卡,线下活动
C004669,华东,一线,沉睡,2026-05,35-44,金卡,自然搜索
C004670,华东,二线,高价值,2026-02,45-54,银卡,直播引流
C004671,华中,二线,价格敏感,2026-07,45-54,金卡,直播引流
C004672,西南,二线,成长型,2026-07,55+,银卡,直播引流
C004673,华南,二线,价格敏感,2026-06,55+,普通,老客推荐
C004674,华北,新一线,成长型,2025-09,45-54,普通,内容种草
C004675,华南,一线,新客,2025-10,45-54,金卡,老客推荐
C004676,华北,二线,价格敏感,2026-03,25-34,普通,线下活动
C004677,华北,二线,高价值,2026-05,55+,普通,线下活动
C004678,华东,新一线,价格敏感,2025-11,35-44,银卡,线下活动
C004679,华东,三线及以下,价格敏感,2026-06,18-24,普通,内容种草
C004680,西南,二线,新客,2026-05,35-44,银卡,老客推荐
C004681,华南,三线及以下,高价值,2026-03,55+,银卡,直播引流
C004682,华东,三线及以下,新客,2025-11,25-34,银卡,内容种草
C004683,华北,三线及以下,价格敏感,2026-05,25-34,普通,线下活动
C004684,西南,一线,高价值,2026-06,18-24,银卡,直播引流
C004685,华北,新一线,沉睡,2025-08,55+,银卡,直播引流
C004686,华北,新一线,价格敏感,2025-12,18-24,银卡,直播引流
C004687,西南,新一线,成长型,2025-08,35-44,普通,自然搜索
C004688,西南,二线,价格敏感,2026-03,18-24,普通,直播引流
C004689,华东,一线,新客,2025-11,25-34,普通,自然搜索
